-6.303614046,6.460185066,-37.09743638
-4.575347718,4.624402345,-36.29836458
-3.466291228,3.446661998,-35.81909864
-2.985836442,2.939831459,-35.42082911
-3.007204678,2.970978714,-34.8540342
-3.335284024,3.332766345,-34.00828064
-3.779724347,3.821498572,-32.92433963
-4.192897334,4.278326481,-31.71730639
-4.476341987,4.596848407,-30.49337299
-4.576971015,4.719491641,-29.3071521
-4.482884017,4.633157976,-28.16265905
-4.216597218,4.36190212,-27.03709436
-3.823296181,3.95422015,-25.90429706
-3.356624023,3.467725905,-24.7461213
-2.866412804,2.955956037,-23.55287379
-2.390995996,2.460110367,-22.31982896
-1.954343465,2.005964018,-21.04544078
-1.566931374,1.604779576,-19.73271822
-1.228842432,1.256615839,-18.39221661
-0.933589246,0.954432194,-17.04436867
-0.671404931,0.687652512,-15.71966045
-0.431232948,0.444364722,-14.45626216
-0.201283895,0.212000015,-13.29547598
0.031325614,-0.022985648,-12.27574745
0.280790047,-0.275334536,-11.42636871
0.561298706,-0.559680484,-10.76280162
0.88296699,-0.886448151,-10.28688877
1.245125465,-1.255046223,-9.996030768
1.630322816,-1.647751662,-9.901981258
2.006091943,-2.031464098,-10.04808271
2.339219006,-2.372198955,-10.50158882
2.615002168,-2.654727807,-11.3101322
2.844725564,-2.890287919,-12.44837134
3.053536135,-3.10433425,-13.79516371
3.258567883,-3.314285969,-15.15564267
3.455255109,-3.515528521,-16.31430198
3.623266688,-3.687366735,-17.0965468
3.747234786,-3.814079403,-17.41794385
3.834230044,-3.902697393,-17.30283808
3.914811398,-3.983979858,-16.85787743
4.038904449,-4.107803342,-16.19861405
4.311879498,-4.378579416,-15.35735467
5.061852948,-5.121486181,-14.26891712
7.100310218,-7.136055929,-12.68958474
9.987023759,-9.981593454,-10.76974579
1.317455111,-1.592119065,-16.5560729
0.202767329,-0.399190396,-18.40754691
-0.068195377,-0.007896094,-19.427643
0.347392341,-0.326179562,-20.54209389
1.134723564,-1.141743591,-20.74855772
0.242770772,-0.281923015,-19.80419476
0.347492212,-0.354028125,-20.77419838
-0.255970207,0.228027975,-20.31903525
-0.503178016,0.498474628,-20.42937361
-0.74691835,0.733686738,-20.0747
-1.03065514,1.03436039,-19.84254035
-1.007699359,1.008185281,-19.55241455
-1.145595906,1.157145602,-19.43452063
-1.078490165,1.090122614,-19.45596653
-1.057418616,1.075622798,-19.5895527
-0.925819478,0.945656165,-19.88428238
-0.727134562,0.750347358,-20.10743047
-0.408599843,0.43065289,-20.31078985
-0.099921232,0.120206457,-20.4967485
0.256330165,-0.24041573,-20.48322405
0.601663064,-0.591291214,-20.28718654
0.833182165,-0.829276567,-20.05061799
1.008597676,-1.01071748,-19.7417451
1.079137548,-1.086723368,-19.52512514
1.111976284,-1.124201617,-19.40947435
1.092882319,-1.109451956,-19.47564933
1.027859295,-1.047977133,-19.65850088
0.892635295,-0.915774942,-19.93981165
0.654531237,-0.678829297,-20.16827507
0.332278724,-0.355116468,-20.35356676
0.01860903,-0.037933756,-20.53612402
-0.351294782,0.336981152,-20.43310125
-0.669645127,0.662289706,-20.24762158
-0.884904217,0.88407291,-19.9666331
-1.037985616,1.043718976,-19.68260084
-1.090813884,1.101666385,-19.47575302
-1.115455644,1.131138099,-19.40950076
-1.082658364,1.102334396,-19.50552738
-1.005189551,1.02827098,-19.7227924
-0.846175018,0.871612409,-20.0053596
-0.581043008,0.606580803,-20.21456489
-0.253528883,0.276250738,-20.40993666
0.06456687,-0.046232266,-20.54593235
0.445718538,-0.433842524,-20.38570839
0.728780909,-0.72445033,-20.19624478
0.934810884,-0.93747602,-19.88472162
1.059595897,-1.068860794,-19.6258312
1.101451521,-1.115717128,-19.43538913
1.115279859,-1.134364673,-19.41989673
1.069783743,-1.092550801,-19.5428216
0.977894558,-1.003803391,-19.79296347
0.792720594,-0.820164948,-20.06570036
0.502915222,-0.529205168,-20.26006512
0.177140658,-0.199368608,-20.46737202
-0.154811016,0.13796331,-20.53082211
