5.373477668,6.747398437,21.85822645
3.350775573,4.951972223,21.2692765
0.067961584,4.178428968,21.65866848
-1.864921532,3.975848512,22.29499933
-2.448148259,3.674630545,22.7557753
-1.781813532,-1.139740531,24.2356422
-0.066397861,-1.132094089,21.68200651
0.3397137,0.977954172,19.15488017
-0.305866504,2.669567117,17.77942098
-0.417976242,2.308032736,17.43860125
-0.613303574,2.002648798,17.36649369
-0.73435263,1.627918638,17.53847717
-0.80965455,1.138313352,17.9438896
-0.813639306,0.513595157,18.28127822
-0.760768404,-0.170359638,18.45820474
-0.642459398,-0.836157906,18.58324884
-0.476662022,-1.424554051,18.73946588
-0.679738433,-1.891923649,18.9490777
-1.093611876,-2.212073687,19.19554713
-1.105512586,-2.374100846,19.43203204
-0.820590286,-2.386024,19.6172993
-0.360130303,-2.277359259,19.75341455
0.16477379,-2.092164347,19.87355076
0.667195806,-1.881562461,20.01595573
1.08801968,-1.698016743,20.20023424
1.392549579,-1.591663029,20.42016283
1.558986814,-1.611467968,20.663709
1.551683794,-1.804693097,20.93517553
1.294946604,-2.167689178,21.20136646
0.671341153,-2.493123915,21.39498308
-0.322347258,-2.177143208,21.37941818
-0.80036745,-0.805232756,20.43711128
0.283514527,-0.485226457,19.49952847
-0.303825476,-0.737791071,20.30349978
0.061231735,-0.446534754,19.6806127
-0.330815015,-0.541135735,20.21104554
-0.096679142,-0.24222243,19.84326977
-0.327370176,-0.198504971,20.19331932
-0.149967596,0.088433269,19.95061971
-0.259702985,0.18925638,20.14539093
-0.106298394,0.411616153,19.95905067
-0.132029936,0.487799895,20.05027846
0.001985063,0.601568278,19.91989403
0.019228042,0.599348862,19.98348173
0.126941882,0.593647592,19.92515756
0.151257723,0.495205479,19.99801108
0.219938551,0.381976551,19.990098
0.221895877,0.207650125,20.05513133
0.240727882,0.034749941,20.05055883
0.207347485,-0.158942402,20.07135751
0.178381752,-0.324952483,20.03551478
0.114148924,-0.469739918,20.01421123
0.054922577,-0.563832479,19.97050948
-0.02055744,-0.612906765,19.95464286
-0.085377166,-0.60473263,19.94564716
-0.150299068,-0.545286836,19.96611855
-0.196515431,-0.433374797,19.99274446
-0.229057628,-0.282536554,20.02986172
-0.236976775,-0.104272867,20.05531225
-0.225847398,0.083271964,20.06657361
